County;Year;Population;Primary County Coordinates
Montgomery;1993;11916;(41.03, -95.156)
Lyon;1993;11914;(43.38, -96.21)
Madison;1993;12736;(41.331, -94.016)
Kossuth;1993;18098;(43.204, -94.207)
Jackson;1993;20106;(42.172, -90.574)
Muscatine;1993;40831;(41.484, -91.113)
Black Hawk;1993;126142;(42.47, -92.309)
Iowa;1993;14750;(41.686, -92.066)
Washington;1993;20072;(41.336, -91.718)
Wright;1993;14388;(42.733, -93.735)
Ida;1993;8290;(42.387, -95.513)
O'Brien;1993;15638;(43.084, -95.625)
Mitchell;1993;10799;(43.356, -92.789)
Boone;1993;25259;(42.037, -93.932)
Humboldt;1993;10586;(42.776, -94.207)
Adair;1993;8441;(41.331, -94.471)
Marshall;1993;37907;(42.036, -92.999)
Osceola;1993;7246;(43.379, -95.624)
Bremer;1993;23038;(42.775, -92.318)
Warren;1993;37150;(41.334, -93.561)
Howard;1993;9977;(43.357, -92.317)
Page;1993;16678;(40.739, -95.15)
Adams;1993;4687;(41.029, -94.699)
Keokuk;1993;11592;(41.336, -92.179)
Henry;1993;19641;(40.988, -91.545)
Buchanan;1993;20952;(42.471, -91.838)
Palo Alto;1993;10561;(43.082, -94.678)
Buena Vista;1993;20299;(42.735, -95.151)
Wapello;1993;36037;(41.031, -92.409)
Harrison;1993;14752;(41.683, -95.817)
Butler;1993;15709;(42.732, -92.79)
Hardin;1993;18937;(42.384, -93.24)
Plymouth;1993;23713;(42.738, -96.214)
Calhoun;1993;11503;(42.385, -94.64)
Van Buren;1993;7700;(40.753, -91.95)
Hancock;1993;12391;(43.082, -93.734)
Worth;1993;7930;(43.377, -93.261)
Hamilton;1993;16229;(42.384, -93.707)
Pocahontas;1993;9312;(42.734, -94.679)
Carroll;1993;21483;(42.036, -94.861)
Monona;1993;10045;(42.052, -95.96)
Guthrie;1993;11125;(41.684, -94.501)
Webster;1993;40283;(42.428, -94.182)
Grundy;1993;12081;(42.402, -92.791)
Polk;1993;339643;(41.686, -93.574)
Cass;1993;15056;(41.331, -94.928)
Union;1993;12503;(41.028, -94.242)
Greene;1993;10187;(42.036, -94.397)
Cedar;1993;17703;(41.772, -91.132)
Mills;1993;13305;(41.033, -95.621)
Fremont;1993;8242;(40.746, -95.605)
Pottawattamie;1993;83507;(41.337, -95.542)
Cerro Gordo;1993;47060;(43.082, -93.261)
Jones;1993;19818;(42.121, -91.131)
Franklin;1993;11179;(42.733, -93.262)
Taylor;1993;7024;(40.737, -94.696)
Floyd;1993;17118;(43.06, -92.789)
Appanoose;1993;13865;(40.743, -92.869)
Cherokee;1993;13978;(42.736, -95.624)
Wayne;1993;7017;(40.739, -93.327)
Fayette;1993;22082;(42.863, -91.844)
Winnebago;1993;11850;(43.378, -93.734)
Poweshiek;1993;18944;(41.686, -92.531)
Chickasaw;1993;13218;(43.06, -92.318)
Emmet;1993;11722;(43.378, -94.678)
Tama;1993;17513;(42.08, -92.533)
Louisa;1993;11479;(41.219, -91.26)
Dubuque;1993;87672;(42.469, -90.882)
Woodbury;1993;100442;(42.39, -96.045)
Ringgold;1993;5414;(40.735, -94.244)
Marion;1993;30276;(41.334, -93.099)
Polk;1992;333568;(41.686, -93.574)
Lee;1992;38913;(40.642, -91.479)
Mills;1992;13227;(41.033, -95.621)
Adams;1992;4748;(41.029, -94.699)
Kossuth;1992;18230;(43.204, -94.207)
Mitchell;1992;10897;(43.356, -92.789)
Keokuk;1992;11617;(41.336, -92.179)
Jones;1992;19607;(42.121, -91.131)
Monona;1992;9978;(42.052, -95.96)
Johnson;1992;97484;(41.672, -91.588)
Jefferson;1992;16316;(41.032, -91.949)
Audubon;1992;7251;(41.685, -94.906)
Monroe;1992;8169;(41.03, -92.869)
Allamakee;1992;13996;(43.284, -91.378)
Jasper;1992;34791;(41.686, -93.054)
Montgomery;1992;11980;(41.03, -95.156)
Jackson;1992;19912;(42.172, -90.574)
Muscatine;1992;40538;(41.484, -91.113)
Iowa;1992;14744;(41.686, -92.066)
Ida;1992;8286;(42.387, -95.513)
O'Brien;1992;15530;(43.084, -95.625)
Adair;1992;8430;(41.331, -94.471)
Humboldt;1992;10687;(42.776, -94.207)
Wayne;1992;7057;(40.739, -93.327)
Osceola;1992;7290;(43.379, -95.624)
Howard;1992;9910;(43.357, -92.317)
Page;1992;16861;(40.739, -95.15)
Henry;1992;19490;(40.988, -91.545)
Harrison;1992;14712;(41.683, -95.817)
Palo Alto;1992;10613;(43.082, -94.678)
Hardin;1992;19032;(42.384, -93.24)
Appanoose;1992;13768;(40.743, -92.869)
Plymouth;1992;23470;(42.738, -96.214)
Hancock;1992;12496;(43.082, -93.734)
Hamilton;1992;16098;(42.384, -93.707)
Pocahontas;1992;9396;(42.734, -94.679)
Guthrie;1992;11101;(41.684, -94.501)
Grundy;1992;11957;(42.402, -92.791)
Webster;1992;40335;(42.428, -94.182)
Greene;1992;10110;(42.036, -94.397)
Fremont;1992;8194;(40.746, -95.605)
Franklin;1992;11314;(42.733, -93.262)
Pottawattamie;1992;82864;(41.337, -95.542)
Floyd;1992;16950;(43.06, -92.789)
Fayette;1992;22065;(42.863, -91.844)
Poweshiek;1992;18945;(41.686, -92.531)
Emmet;1992;11666;(43.378, -94.678)
Winnebago;1992;11940;(43.378, -93.734)
Dubuque;1992;86988;(42.469, -90.882)
Ringgold;1992;5405;(40.735, -94.244)
Dickinson;1992;15196;(43.378, -95.151)
Des Moines;1992;42871;(40.923, -91.181)
Sac;1992;12156;(42.386, -95.105)
Delaware;1992;18139;(42.471, -91.367)
Decatur;1992;8185;(40.738, -93.786)
Scott;1992;153222;(41.637, -90.623)
Davis;1992;8321;(40.748, -92.41)
Dallas;1992;30578;(41.685, -94.04)
Winneshiek;1992;21065;(43.291, -91.844)
Shelby;1992;13318;(41.685, -95.31)
Crawford;1992;16739;(42.037, -95.382)
Clinton;1992;51064;(41.898, -90.532)
Sioux;1992;30125;(43.083, -96.178)
Clayton;1992;18889;(42.845, -91.341)
Clay;1992;17638;(43.083, -95.151)
Story;1992;74497;(42.036, -93.465)
Clarke;1992;8353;(41.029, -93.785)
Chickasaw;1992;13219;(43.06, -92.318)
Woodbury;1992;99513;(42.39, -96.045)
Tama;1992;17424;(42.08, -92.533)
Cherokee;1992;14062;(42.736, -95.624)
Cerro Gordo;1992;47206;(43.082, -93.261)
Taylor;1992;7053;(40.737, -94.696)
Cedar;1992;17505;(41.772, -91.132)
Cass;1992;15062;(41.331, -94.928)
Union;1992;12635;(41.028, -94.242)
Carroll;1992;21429;(42.036, -94.861)
Calhoun;1992;11497;(42.385, -94.64)
Worth;1992;7908;(43.377, -93.261)
Van Buren;1992;7718;(40.753, -91.95)
Butler;1992;15788;(42.732, -92.79)
Buena Vista;1992;20076;(42.735, -95.151)
Wapello;1992;35817;(41.031, -92.409)
Buchanan;1992;20902;(42.471, -91.838)
Bremer;1992;22931;(42.775, -92.318)
Warren;1992;36573;(41.334, -93.561)
Boone;1992;25335;(42.037, -93.932)
Black Hawk;1992;125601;(42.47, -92.309)
Wright;1992;14224;(42.733, -93.735)
Washington;1992;19827;(41.336, -91.718)
Madison;1992;12548;(41.331, -94.016)
Lyon;1992;11914;(43.38, -96.21)
Benton;1992;22526;(42.08, -92.066)
Mahaska;1992;21516;(41.335, -92.641)
Lucas;1992;9166;(41.029, -93.328)
Marion;1992;30183;(41.334, -93.099)
Louisa;1992;11644;(41.219, -91.26)
Marshall;1992;38209;(42.036, -92.999)
Linn;1992;171320;(42.079, -91.599)
Emmet;1991;11592;(43.378, -94.678)
Buchanan;1991;20842;(42.471, -91.838)
Mitchell;1991;10919;(43.356, -92.789)
Page;1991;16874;(40.739, -95.15)
Henry;1991;19296;(40.988, -91.545)
Grundy;1991;12017;(42.402, -92.791)
Wayne;1991;7075;(40.739, -93.327)
Dickinson;1991;14935;(43.378, -95.151)
Howard;1991;9811;(43.357, -92.317)
Pottawattamie;1991;82697;(41.337, -95.542)
Poweshiek;1991;19035;(41.686, -92.531)
Bremer;1991;22854;(42.775, -92.318)
Keokuk;1991;11601;(41.336, -92.179)
Osceola;1991;7285;(43.379, -95.624)
Humboldt;1991;10755;(42.776, -94.207)
Union;1991;12774;(41.028, -94.242)
Cerro Gordo;1991;46773;(43.082, -93.261)
Ringgold;1991;5416;(40.735, -94.244)
Warren;1991;36170;(41.334, -93.561)
Carroll;1991;21415;(42.036, -94.861)
Louisa;1991;11620;(41.219, -91.26)
Boone;1991;25200;(42.037, -93.932)
Wright;1991;14272;(42.733, -93.735)
O'Brien;1991;15451;(43.084, -95.625)
Guthrie;1991;10941;(41.684, -94.501)
Adair;1991;8397;(41.331, -94.471)
Ida;1991;8341;(42.387, -95.513)
Franklin;1991;11351;(42.733, -93.262)
Pocahontas;1991;9493;(42.734, -94.679)
Muscatine;1991;39969;(41.484, -91.113)
Hamilton;1991;16049;(42.384, -93.707)
Black Hawk;1991;124155;(42.47, -92.309)
Adams;1991;4845;(41.029, -94.699)
Audubon;1991;7335;(41.685, -94.906)
Iowa;1991;14618;(41.686, -92.066)
Tama;1991;17436;(42.08, -92.533)
Hancock;1991;12610;(43.082, -93.734)
Linn;1991;169295;(42.079, -91.599)
Washington;1991;19617;(41.336, -91.718)
Winnebago;1991;12131;(43.378, -93.734)
Calhoun;1991;11501;(42.385, -94.64)
Mills;1991;13168;(41.033, -95.621)
Benton;1991;22425;(42.08, -92.066)
Montgomery;1991;12074;(41.03, -95.156)
Jackson;1991;19909;(42.172, -90.574)
Lee;1991;38632;(40.642, -91.479)
Madison;1991;12516;(41.331, -94.016)
Taylor;1991;7103;(40.737, -94.696)
Lyon;1991;11978;(43.38, -96.21)
Plymouth;1991;23382;(42.738, -96.214)
Kossuth;1991;18551;(43.204, -94.207)
Hardin;1991;19099;(42.384, -93.24)
Monona;1991;10003;(42.052, -95.96)
Allamakee;1991;13836;(43.284, -91.378)
Marshall;1991;38301;(42.036, -92.999)
Jasper;1991;34829;(41.686, -93.054)
Chickasaw;1991;13288;(43.06, -92.318)
Van Buren;1991;7683;(40.753, -91.95)
Cherokee;1991;14107;(42.736, -95.624)
Mahaska;1991;21563;(41.335, -92.641)
Cedar;1991;17447;(41.772, -91.132)
Crawford;1991;16737;(42.037, -95.382)
Butler;1991;15713;(42.732, -92.79)
Jones;1991;19480;(42.121, -91.131)
Winneshiek;1991;20840;(43.291, -91.844)
Shelby;1991;13235;(41.685, -95.31)
Dallas;1991;29904;(41.685, -94.04)
Marion;1991;29995;(41.334, -93.099)
Fremont;1991;8236;(40.746, -95.605)
Clinton;1991;51091;(41.898, -90.532)
Lucas;1991;9059;(41.029, -93.328)
Davis;1991;8321;(40.748, -92.41)
Palo Alto;1991;10642;(43.082, -94.678)
Worth;1991;7980;(43.377, -93.261)
Appanoose;1991;13744;(40.743, -92.869)
Johnson;1991;96595;(41.672, -91.588)
Sioux;1991;29927;(43.083, -96.178)
Harrison;1991;14734;(41.683, -95.817)
Fayette;1991;21889;(42.863, -91.844)
Clayton;1991;19064;(42.845, -91.341)
Monroe;1991;8130;(41.03, -92.869)
Scott;1991;151304;(41.637, -90.623)
Decatur;1991;8303;(40.738, -93.786)
Buena Vista;1991;19992;(42.735, -95.151)
Webster;1991;40345;(42.428, -94.182)
Delaware;1991;18046;(42.471, -91.367)
Greene;1991;10028;(42.036, -94.397)
Sac;1991;12311;(42.386, -95.105)
Dubuque;1991;86462;(42.469, -90.882)
Clay;1991;17654;(43.083, -95.151)
Jefferson;1991;16313;(41.032, -91.949)
Des Moines;1991;42668;(40.923, -91.181)
Polk;1991;328531;(41.686, -93.574)
Floyd;1991;17056;(43.06, -92.789)
Cass;1991;15110;(41.331, -94.928)
Wapello;1991;35733;(41.031, -92.409)
Story;1991;74382;(42.036, -93.465)
Woodbury;1991;98506;(42.39, -96.045)
Clarke;1991;8301;(41.029, -93.785)
Clarke;1990;8287;(41.029, -93.785)
Monona;1990;10034;(42.052, -95.96)
Dickinson;1990;14909;(43.378, -95.151)
Dubuque;1990;86403;(42.469, -90.882)
Poweshiek;1990;19033;(41.686, -92.531)
Chickasaw;1990;13295;(43.06, -92.318)
Mahaska;1990;21532;(41.335, -92.641)
Emmet;1990;11569;(43.378, -94.678)
Adams;1990;4866;(41.029, -94.699)
Tama;1990;17419;(42.08, -92.533)
Cherokee;1990;14098;(42.736, -95.624)
Fayette;1990;21843;(42.863, -91.844)
Floyd;1990;17058;(43.06, -92.789)
Pottawattamie;1990;82628;(41.337, -95.542)
Cerro Gordo;1990;46733;(43.082, -93.261)
Johnson;1990;96119;(41.672, -91.588)
Franklin;1990;11364;(42.733, -93.262)
Webster;1990;40342;(42.428, -94.182)
Woodbury;1990;98276;(42.39, -96.045)
Taylor;1990;7114;(40.737, -94.696)
Cedar;1990;17444;(41.772, -91.132)
Fremont;1990;8226;(40.746, -95.605)
Polk;1990;327140;(41.686, -93.574)
Greene;1990;10045;(42.036, -94.397)
Cass;1990;15128;(41.331, -94.928)
Marion;1990;30001;(41.334, -93.099)
Lee;1990;38687;(40.642, -91.479)
Grundy;1990;12029;(42.402, -92.791)
Pocahontas;1990;9525;(42.734, -94.679)
Louisa;1990;11592;(41.219, -91.26)
Union;1990;12750;(41.028, -94.242)
Carroll;1990;21423;(42.036, -94.861)
Guthrie;1990;10935;(41.684, -94.501)
Hamilton;1990;16071;(42.384, -93.707)
Plymouth;1990;23388;(42.738, -96.214)
Calhoun;1990;11508;(42.385, -94.64)
Marshall;1990;38276;(42.036, -92.999)
Hancock;1990;12638;(43.082, -93.734)
Audubon;1990;7334;(41.685, -94.906)
Van Buren;1990;7676;(40.753, -91.95)
Butler;1990;15731;(42.732, -92.79)
Hardin;1990;19094;(42.384, -93.24)
Palo Alto;1990;10669;(43.082, -94.678)
Appanoose;1990;13743;(40.743, -92.869)
Buena Vista;1990;19965;(42.735, -95.151)
Jones;1990;19444;(42.121, -91.131)
Harrison;1990;14730;(41.683, -95.817)
Page;1990;16870;(40.739, -95.15)
Wayne;1990;7067;(40.739, -93.327)
Worth;1990;7991;(43.377, -93.261)
Mitchell;1990;10928;(43.356, -92.789)
Wapello;1990;35696;(41.031, -92.409)
Buchanan;1990;20844;(42.471, -91.838)
Henry;1990;19226;(40.988, -91.545)
Osceola;1990;7267;(43.379, -95.624)
Howard;1990;9809;(43.357, -92.317)
Bremer;1990;22813;(42.775, -92.318)
Humboldt;1990;10756;(42.776, -94.207)
O'Brien;1990;15444;(43.084, -95.625)
Keokuk;1990;11624;(41.336, -92.179)
Warren;1990;36033;(41.334, -93.561)
Boone;1990;25186;(42.037, -93.932)
Wright;1990;14269;(42.733, -93.735)
Ida;1990;8365;(42.387, -95.513)
Muscatine;1990;39907;(41.484, -91.113)
Black Hawk;1990;123798;(42.47, -92.309)
Adair;1990;8409;(41.331, -94.471)
Iowa;1990;14630;(41.686, -92.066)
Linn;1990;168767;(42.079, -91.599)
Washington;1990;19612;(41.336, -91.718)
Benton;1990;22429;(42.08, -92.066)
Montgomery;1990;12076;(41.03, -95.156)
Lyon;1990;11952;(43.38, -96.21)
Madison;1990;12483;(41.331, -94.016)
Jackson;1990;19950;(42.172, -90.574)
Allamakee;1990;13855;(43.284, -91.378)
Jasper;1990;34795;(41.686, -93.054)
Monroe;1990;8114;(41.03, -92.869)
Kossuth;1990;18591;(43.204, -94.207)
Lucas;1990;9070;(41.029, -93.328)
Crawford;1990;16775;(42.037, -95.382)
Shelby;1990;13230;(41.685, -95.31)
Dallas;1990;29755;(41.685, -94.04)
Clinton;1990;51040;(41.898, -90.532)
Davis;1990;8312;(40.748, -92.41)
Scott;1990;150973;(41.637, -90.623)
Winneshiek;1990;20847;(43.291, -91.844)
Mills;1990;13202;(41.033, -95.621)
Sioux;1990;29903;(43.083, -96.178)
Clayton;1990;19054;(42.845, -91.341)
Decatur;1990;8338;(40.738, -93.786)
Sac;1990;12324;(42.386, -95.105)
Delaware;1990;18035;(42.471, -91.367)
Clay;1990;17585;(43.083, -95.151)
Des Moines;1990;42614;(40.923, -91.181)
Ringgold;1990;5420;(40.735, -94.244)
Winnebago;1990;12122;(43.378, -93.734)
Jefferson;1990;16310;(41.032, -91.949)
Story;1990;74252;(42.036, -93.465)
