,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
4529,S07028500093,08/09/2012,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6TH ST SW,CEDAR RAPIDS,52404,"1520 6TH ST SW
CEDAR RAPIDS 52404
(41.96233, -91.677063)",57.0,Linn,1062300.0,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,$10.00,$14.99,3,$44.97,3.0,0.79
4530,S04334800018,02/29/2012,3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,"1122 BROADWAY
EMMETSBURG 50536
(43.109636, -94.678806)",74.0,Palo Alto,1081010.0,AMERICAN AMARETTO,434,Luxco-St Louis,76488,Paramount Amaretto,6,1750,$8.06,$12.09,6,$72.54,10.5,2.77
4531,S19476800002,06/11/2014,4778,Casey's General Store #3030 / Storm,825 FUNDT DR,STORM LAKE,50588,"825 FUNDT DR
STORM LAKE 50588
",11.0,Buena Vista,1031080.0,VODKA 80 PROOF,297,Laird And Company,35926,Five O'clock PET Vodka,12,750,$3.37,$5.06,12,$60.72,9.0,2.38
4532,S19886900051,07/02/2014,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,"310 N 1ST ST
IOWA CITY 52245
(41.665693, -91.502069)",52.0,Johnson,1011100.0,BLENDED WHISKIES,125,"Cedar Ridge Vineyards,LLC",27632,Cedar Ridge Short's Whiskey,6,750,$13.83,$20.75,6,$124.50,4.5,1.19
4533,S03691900040,01/23/2012,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97.0,Woodbury,1081330.0,PEACH SCHNAPPS,434,Luxco-St Louis,84456,Paramount Peach Schnapps,12,750,$3.97,$5.95,12,$71.40,9.0,2.38
4534,S27408500044,08/19/2015,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)",67.0,Monona,1041100.0,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32234,Seagrams Extra Dry Gin,24,375,$3.39,$5.09,3,$15.27,1.12,0.3
4535,S27099700062,08/03/2015,2670,Hy-Vee Food Store / Coralville,2004 8TH  ST,CORALVILLE,52241,"2004 8TH ST
CORALVILLE 52241
(41.682337, -91.591868)",52.0,Johnson,1022100.0,TEQUILA,55,Sazerac North America,89577,Montezuma Gold Tequila,12,1000,$7.02,$10.53,120,$1263.60,120.0,31.7
4536,S09802500040,12/31/2012,4347,Jeff's Market / Blue Grass,102 W MAYNE,BLUE GRASS,52726,"102 W MAYNE
BLUE GRASS 52726
(41.509114, -90.765769)",82.0,Scott,1081300.0,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,80576,Arrow Peppermint Schnapps,12,750,$3.97,$5.95,1,$5.95,0.75,0.2
4537,S19807600029,06/27/2014,4967,Jeff's Market / Blue Grass,"102, W MAYNE ST",BLUE GRASS,52726,"102, W MAYNE ST
BLUE GRASS 52726
(41.509119, -90.766126)",82.0,Scott,1071100.0,AMERICAN COCKTAILS,35,"Bacardi U.S.A., Inc.",56840,Bacardi Party Drinks Hurricane,6,1750,$6.23,$9.72,2,$19.44,3.5,0.92
4538,S19963700060,07/09/2014,2554,Hy-Vee Food Store / Davenport,3019 ROCKINGHAM ROAD,DAVENPORT,52802,"3019 ROCKINGHAM ROAD
DAVENPORT 52802
(41.510522, -90.620727)",82.0,Scott,1081365.0,TROPICAL FRUIT SCHNAPPS,421,"Sazerac Co., Inc.",83906,Maui Blue Hawaiian Schnapps,12,750,$3.67,$5.50,12,$66.00,9.0,2.38
4539,S22422000078,11/19/2014,2524,Hy-Vee Food Store / Dubuque,3500 DODGE ST,DUBUQUE,52001,"3500 DODGE ST
DUBUQUE 52001
",31.0,Dubuque,1031080.0,VODKA 80 PROOF,55,Sazerac North America,37936,Skol Vodka,12,750,$3.64,$5.46,12,$65.52,9.0,2.38
4540,S21887200001,10/22/2014,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31.0,Dubuque,1022100.0,TEQUILA,410,The Patron Spirits Company,88298,Patron Tequila Silver,3,1750,$58.00,$87.00,3,$261.00,5.25,1.39
4541,S19411400017,06/09/2014,4296,Circle B Market,111 MAIN ST,KEOSAUQUA,52565,"111 MAIN ST
KEOSAUQUA 52565
",89.0,Van Buren,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20247,Old Crow,12,1000,$4.98,$7.47,2,$14.94,2.0,0.53
4542,S18002500012,03/20/2014,3896,Smokin' Joe's #18 Tobacco and Liquor,1901 BROADWAY ST,IOWA CITY,52240,"1901 BROADWAY ST
IOWA CITY 52240
(41.641037, -91.52047)",52.0,Johnson,1051010.0,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52312,Christian Bros Brandy,24,200,$1.96,$2.94,4,$11.76,0.8,0.21
4543,S09035300014,11/17/2012,3959,Hartig Drug Company #8 / University,1600 UNIVERSITY AVE,DUBUQUE,52001,"1600 UNIVERSITY AVE
DUBUQUE 52001
(42.498324, -90.687681)",31.0,Dubuque,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,305,MHW Ltd,66050,Nuvo Sparkling Liqueur,12,375,$9.93,$14.90,1,$14.90,0.38,0.1
4544,S20027600012,07/09/2014,3990,Cork and Bottle / Oskaloosa,309 A AVE WEST,OSKALOOSA,52577,"309 A AVE WEST
OSKALOOSA 52577
(41.296228, -92.648153)",62.0,Mahaska,1031080.0,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.79,12,$129.48,21.0,5.55
4545,S18914400013,05/13/2014,4986,218 Fuel Express & Chubby's Liquor,68 MONROE ST,FLOYD,50435,"68 MONROE ST
FLOYD 50435
(43.122246, -92.737285)",34.0,Floyd,1011100.0,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,$4.40,$6.59,2,$13.18,2.0,0.53
4546,S23938700006,02/09/2015,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,"3235 OAKLAND ROAD NE
CEDAR RAPIDS 52402
(42.010972, -91.658105)",57.0,Linn,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73055,Rumchata,12,750,$12.50,$18.75,12,$225.00,9.0,2.38
4547,S24184200042,02/24/2015,3592,Wal-Mart 0886 / Fort Dodge,3036 1ST AVE SOUTH,FORT DODGE,50501,"3036 1ST AVE SOUTH
FORT DODGE 50501
(42.505334, -94.151808)",42.0,Hardin,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.17,$10.76,42,$451.92,73.5,19.42
4548,S12463100029,05/29/2013,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15.0,Cass,1081600.0,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86885,Southern Comfort Pet,12,750,$9.84,$14.77,12,$177.24,9.0,2.38
4549,S09556500014,12/18/2012,4341,Mj's Grocery,524 MAIN ST,GRISWOLD,51535,"524 MAIN ST
GRISWOLD 51535
(41.234743, -95.14161)",15.0,Cass,1051010.0,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,$5.51,$8.26,4,$33.04,3.0,0.79
4550,S03704900010,01/24/2012,2487,Anamosa Family Foods,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108289, -91.281881)",53.0,Jones,1032080.0,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,$10.89,$16.33,12,$195.96,9.0,2.38
4551,S27834200079,09/10/2015,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,"4064 E 53RD ST
DAVENPORT 52807
(41.574973, -90.513769)",82.0,Scott,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,305,MHW Ltd,65017,Galliano Liqueur,24,375,$10.75,$16.13,3,$48.39,1.12,0.3
4552,S27326100154,08/13/2015,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5006,Glenfiddich 12yr Special Reserve,12,750,$22.98,$34.47,2,$68.94,1.5,0.4
4553,S24783200026,03/30/2015,3521,Ameristar Casino / Council Bluffs,2200 RIVER ROAD,COUNCIL BLUFFS,51501,"2200 RIVER ROAD
COUNCIL BLUFFS 51501
(41.242292, -95.909382)",78.0,Pottawattamie,1081355.0,STRAWBERRY SCHNAPPS,65,Jim Beam Brands,82820,Dekuyper Strawberry Pucker,12,750,$6.30,$9.45,1,$9.45,0.75,0.2
4554,S25766800065,05/21/2015,3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,"6723 NW BLVD UNIT 2
DAVENPORT 52806
",82.0,Scott,1012200.0,SCOTCH WHISKIES,35,"Bacardi U.S.A., Inc.",4866,Dewars White Label Scotch,12,750,$13.73,$20.60,1,$20.60,0.75,0.2
4555,S06627800004,07/17/2012,4295,Nat Food Mart #1 / Hubbell,3804 HUBBELL,DES MOINES,50317,"3804 HUBBELL
DES MOINES 50317
(41.630651, -93.541733)",77.0,Polk,1011100.0,BLENDED WHISKIES,65,Jim Beam Brands,22786,Beam's 8 Star Bl Whiskey,12,750,$3.25,$4.88,12,$58.56,9.0,2.38
4556,S04239100004,02/23/2012,3776,Wal-Mart 5115 / Davenport,3101 WEST KIMBERLY RD,DAVENPORT,52806,"3101 WEST KIMBERLY RD
DAVENPORT 52806
(41.559268, -90.620069)",82.0,Scott,1012100.0,CANADIAN WHISKIES,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,1750,$8.92,$13.38,6,$80.28,10.5,2.77
4557,S24813500025,03/31/2015,3514,Karen's Spirits and Wine,328  2ND AVE S,FORT DODGE,50501,"328 2ND AVE S
FORT DODGE 50501
(42.502231, -94.193195)",94.0,Webster,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,$6.63,$9.95,24,$238.80,24.0,6.34
4558,S12291900061,05/20/2013,2652,Hy-Vee DrugStore / Mason City,875  4TH ST SW,MASON CITY,50401,"875 4TH ST SW
MASON CITY 50401
(43.148257, -93.213856)",17.0,Cerro Gordo,1071100.0,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,$6.49,$9.74,6,$58.44,10.5,2.77
4559,S04700900022,03/22/2012,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 COLLINS ROAD NE,CEDAR RAPIDS,52402,"279 COLLINS ROAD NE
CEDAR RAPIDS 52402
(42.027806, -91.630732)",57.0,Linn,1071100.0,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,$8.20,$12.30,6,$73.80,10.5,2.77
4560,S14318800127,09/04/2013,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64.0,Marshall,1032080.0,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,$18.49,$27.74,6,$166.44,4.5,1.19
4561,S13014300051,06/26/2013,3769,Wal-Mart 0753 / Cedar Fall,525 BRANDILYNN BLVD,CEDAR FALLS,50613,"525 BRANDILYNN BLVD
CEDAR FALLS 50613
(42.485041, -92.440301)",7.0,Black Hawk,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,$8.33,$12.49,12,$149.88,9.0,2.38
4562,S17448900018,02/18/2014,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,"1311 4 STREET SW
WAVERLY 50677
(42.713533, -92.475372)",9.0,Bremer,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,$14.04,$21.05,24,$505.20,18.0,4.76
4563,S27528600036,08/25/2015,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,"520 SO FREMONT
SHENANDOAH 51601
",73.0,Page,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,$8.98,$13.47,24,$323.28,18.0,4.76
4564,S22774400042,12/08/2014,5075,Pronto Market  / New Sharon,"202, S MAIN ST",NEW SHARON,50207,"202, S MAIN ST
NEW SHARON 50207
(41.468516, -92.651525)",62.0,Mahaska,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27410,Jim Beam Honey,12,750,$11.03,$16.55,3,$49.65,2.25,0.59
4565,S12704900004,06/10/2013,4081,Harlan's Food Mart,306 WASHINGTON,STORY CITY,50248,"306 WASHINGTON
STORY CITY 50248
(42.185825, -93.600106)",85.0,Story,1031080.0,VODKA 80 PROOF,55,Sazerac North America,35316,Barton Vodka,12,750,$3.37,$5.05,12,$60.60,9.0,2.38
4566,S03875000130,02/01/2012,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,"2001 BLAIRS FERRY ROAD NE
CEDAR RAPIDS 52402
(42.034799, -91.668909)",57.0,Linn,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26586,Gentleman Jack,12,750,$16.94,$26.16,4,$104.64,3.0,0.79
4567,S05586800013,05/17/2012,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6TH ST SW,CEDAR RAPIDS,52404,"1520 6TH ST SW
CEDAR RAPIDS 52404
(41.96233, -91.677063)",57.0,Linn,1041100.0,AMERICAN DRY GINS,434,Luxco-St Louis,29728,Calvert Gin,6,1750,$6.77,$10.15,6,$60.90,10.5,2.77
4568,S10272500006,01/29/2013,4401,KUM & GO #503 / MARION,3215 7TH AVE,MARION,52302,"3215 7TH AVE
MARION 52302
(42.035074, -91.577221)",57.0,Linn,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,$5.23,$7.84,12,$94.08,9.0,2.38
4569,S21151700017,09/10/2014,4073,"Uptown Liquor, Llc",306 HWY 69 SOUTH,FOREST CITY,50436,"306 HWY 69 SOUTH
FOREST CITY 50436
(43.261793, -93.63325)",95.0,Winnebago,1022100.0,TEQUILA,395,Proximo,89197,Jose Cuervo Especial Reposado Tequila,12,1000,$12.50,$18.75,12,$225.00,12.0,3.17
4570,S27528600007,08/25/2015,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,"520 SO FREMONT
SHENANDOAH 51601
",73.0,Page,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37356,Phillips Vodka Ez Pack,12,750,$3.57,$5.36,12,$64.32,9.0,2.38
4571,S14824900110,09/30/2013,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26823,Jack Daniels Old #7 Black Lbl,48,200,$3.93,$5.90,5,$29.50,1.0,0.26
4572,S24543500015,03/16/2015,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,"480 7TH AVE
MARION 52302
(42.033308, -91.60546)",57.0,Linn,1022100.0,TEQUILA,395,Proximo,89193,Jose Cuervo Especial Reposado Tequila,48,200,$3.00,$4.50,2,$9.00,0.4,0.11
4573,S03512200136,01/10/2012,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14.0,Carroll,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19474,Maker's Mark,12,375,$7.61,$11.42,1,$11.42,0.38,0.1
4574,S25361400009,04/30/2015,4959,Bani's,2128 COLLEGE ST,CEDAR FALLS,50613,"2128 COLLEGE ST
CEDAR FALLS 50613
(42.518018, -92.455801)",7.0,Black Hawk,1031200.0,VODKA FLAVORED,205,E AND J GALLO WINERY,40193,New Amsterdam Pineapple,12,750,$6.90,$10.35,12,$124.20,9.0,2.38
4575,S07946300065,09/26/2012,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,"615 2ND AVE
SHELDON 51201
(43.18463, -95.854736)",71.0,O'Brien,1081390.0,IMPORTED SCHNAPPS,260,Diageo Americas,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,$15.15,$22.72,2,$45.44,2.0,0.53
4576,S10194100006,01/23/2013,3726,Wal-Mart 1285 / Ottumwa,1940 VENTURE DR,OTTUMWA,52501,"1940 VENTURE DR
OTTUMWA 52501
(41.014548, -92.456904)",90.0,Wapello,1081200.0,CREAM LIQUEURS,330,Gemini Spirits,80456,Ryan's Cream Liqueur,12,750,$6.69,$10.04,12,$120.48,9.0,2.38
4577,S18047900193,03/24/2014,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1041100.0,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32233,Seagrams Extra Dry Gin,48,200,$1.99,$2.99,2,$5.98,0.4,0.11
4578,S20018200038,07/09/2014,2585,Hy-Vee Wine and Spirits / Algona,1516 HIGHWAY 169 NORTH,ALGONA,50511,"1516 HIGHWAY 169 NORTH
ALGONA 50511
(43.081288, -94.236003)",55.0,Kossuth,1031080.0,VODKA 80 PROOF,297,Laird And Company,35917,Five O'clock Vodka,12,1000,$4.17,$6.25,12,$75.00,12.0,3.17
4579,S12635400113,06/06/2013,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57.0,Linn,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,$7.47,$11.20,2,$22.40,1.0,0.26
4580,S27815200118,09/09/2015,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1051010.0,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52594,E & J Vs Brandy,24,375,$3.22,$4.83,3,$14.49,1.12,0.3
4581,S08518600019,10/23/2012,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,"2310 HUBBELL AVE
DES MOINES 50317
(41.604313, -93.573844)",77.0,Polk,1022100.0,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,12,$486.00,9.0,2.38
4582,S15831600005,11/20/2013,4112,Corridor Ventures,618 MEADE DR,NORTH LIBERTY,52317,"618 MEADE DR
NORTH LIBERTY 52317
(41.752451, -91.608725)",52.0,Johnson,1062310.0,SPICED RUM,434,Luxco-St Louis,44657,Lady Bligh Spiced Rum,12,1000,$7.00,$10.50,12,$126.00,12.0,3.17
4583,S10467000048,02/06/2013,3925,Johncy's Liquor Store Inc,585 HWY 965 S  STE E,NORTH LIBERTY,52317,"585 HWY 965 S STE E
NORTH LIBERTY 52317
(41.738152, -91.60761)",48.0,Iowa,1032200.0,IMPORTED VODKA - MISC,115,"Constellation Wine Company, Inc.",34815,Svedka Vanilla Vodka,12,750,$7.97,$11.95,4,$47.80,3.0,0.79
4584,S28634700095,10/22/2015,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,"3424 MARTIN LUTHER KING JR PKW
DES MOINES 50310
(41.626402, -93.651112)",77.0,Polk,1081300.0,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81207,Paramount Peppermint Schnapps,12,1000,$4.06,$6.09,4,$24.36,4.0,1.06
4585,S25263500013,04/23/2015,4169,Super Quick 2 / Hubbell,1824 HUBBELL AVE,DES MOINES,50317,"1824 HUBBELL AVE
DES MOINES 50317
",77.0,Polk,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,$3.34,$5.01,12,$60.12,9.0,2.38
4586,S04702900116,03/22/2012,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,"1501 FIRST AVENUE EAST
NEWTON 50208
(41.69916, -93.034293)",50.0,Jasper,1032080.0,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,$7.97,$11.95,4,$47.80,3.0,0.79
4587,S21613500004,10/07/2014,3676,T and M Foods,107 E TRAER,GREENE,50636,"107 E TRAER
GREENE 50636
(42.895749, -92.802101)",12.0,Butler,1031080.0,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.80,6,$64.80,10.5,2.77
4588,S21356700001,09/23/2014,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336404, -94.014003)",61.0,Madison,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11298,Crown Royal Canadian Whisky,6,1750,$31.99,$47.99,6,$287.94,10.5,2.77
4589,S21980100120,10/23/2014,2582,Hy-Vee #2 Food Store / Mason City,551 S ILLINOIS AVE,MASON CITY,50401,"551 S ILLINOIS AVE
MASON CITY 50401
(43.14623, -93.17114)",17.0,Cerro Gordo,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43034,Bacardi Gold Rum,24,375,$4.31,$6.47,4,$25.88,1.5,0.4
4590,S28494900073,10/21/2015,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,"3845 ELMORE AVE.
DAVENPORT 52807
(41.559724, -90.52708)",82.0,Scott,1031080.0,VODKA 80 PROOF,301,Fifth Generation Inc.,38178,Titos Handmade Vodka,6,1750,$18.52,$27.78,72,$2000.16,126.0,33.29
4591,S24704400034,03/25/2015,3722,Wal-Mart 1361 / Sioux City,3400 SINGING HILLS BLVD,SIOUX CITY,51106,"3400 SINGING HILLS BLVD
SIOUX CITY 51106
(42.43609, -96.36432)",97.0,Woodbury,1032080.0,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34008,Absolut Swedish Vodka 80 Prf,6,1750,$19.99,$29.99,6,$179.94,10.5,2.77
4592,S14943800065,10/03/2013,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE ARMY POST RD,DES MOINES,50315,"1107 SE ARMY POST RD
DES MOINES 50315
(41.526289, -93.602371)",77.0,Polk,1041100.0,AMERICAN DRY GINS,434,Luxco-St Louis,31658,Paramount Gin,6,1750,$7.10,$10.65,6,$63.90,10.5,2.77
4593,S15588600036,11/06/2013,3990,Cork and Bottle / Oskaloosa,309 A AVE WEST,OSKALOOSA,52577,"309 A AVE WEST
OSKALOOSA 52577
(41.296228, -92.648153)",62.0,Mahaska,1081380.0,MISCELLANEOUS SCHNAPPS,380,Phillips Beverage Company,83348,Ice Hole Cherry Schnapps,12,750,$4.90,$7.48,12,$89.76,9.0,2.38
4594,S05587600038,05/17/2012,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,"126A WELCH AVE
AMES 50014
(42.022405, -93.650139)",85.0,Story,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37997,Smirnoff Vodka 80 Prf,12,1000,$8.95,$13.43,4,$53.72,4.0,1.06
4595,S08473500043,10/22/2012,3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,"1203 5 ST
SIOUX CITY 51101
(42.495322, -96.394855)",97.0,Woodbury,1022100.0,TEQUILA,35,"Bacardi U.S.A., Inc.",89099,Cazadores Anejo,6,750,$19.47,$31.21,1,$31.21,0.75,0.2
4596,S06282900114,06/27/2012,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N LAKE ST,STORM LAKE,50588,"1250 N LAKE ST
STORM LAKE 50588
(42.653594, -95.200758)",11.0,Buena Vista,1062300.0,FLAVORED RUM,65,Jim Beam Brands,44350,Calico Jack Cherry,12,750,$6.00,$9.00,3,$27.00,2.25,0.59
4597,S22286500009,11/10/2014,3728,Brewski's Beverage,726 CREEK TOP,COUNCIL BLUFFS,51503,"726 CREEK TOP
COUNCIL BLUFFS 51503
(41.262318, -95.854847)",78.0,Pottawattamie,1011100.0,BLENDED WHISKIES,65,Jim Beam Brands,24457,Kessler Blend Whiskey,12,1000,$7.08,$10.62,12,$127.44,12.0,3.17
4598,S24357900156,03/04/2015,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82.0,Scott,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43209,Bacardi Black Razz,12,750,$8.50,$12.75,2,$25.50,1.5,0.4
4599,S22121100010,11/04/2014,5049,Gas N Go  /  Waverly,1069 230TH ST,WAVERLY,50677,"1069 230TH ST
WAVERLY 50677
(42.715075, -92.538218)",9.0,Bremer,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,$6.50,$9.75,6,$58.50,4.5,1.19
4600,S28186400020,09/29/2015,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6TH ST SW,CEDAR RAPIDS,52404,"1520 6TH ST SW
CEDAR RAPIDS 52404
(41.96233, -91.677063)",57.0,Linn,1041100.0,AMERICAN DRY GINS,297,Laird And Company,30036,Five O'clock,12,750,$3.46,$5.19,12,$62.28,9.0,2.38
4601,S18331400011,04/09/2014,4133,Mccoy's 1447,1447  2ND ST,WEBSTER CITY,50595,"1447 2ND ST
WEBSTER CITY 50595
(42.469614, -93.839969)",40.0,Hamilton,1031080.0,VODKA 80 PROOF,297,Laird And Company,35914,Five O'clock Vodka,24,375,$1.93,$2.89,24,$69.36,9.0,2.38
4602,S11176300003,03/20/2013,4824,Casey's General Store #3224 / Cresto,301 W TAYLOR ST,CRESTON,50801,"301 W TAYLOR ST
CRESTON 50801
(41.049199, -94.364142)",88.0,Union,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,$3.07,$4.60,24,$110.40,9.0,2.38
4603,S05239700129,04/25/2012,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77.0,Polk,1022100.0,TEQUILA,969,Aveniu Brands,87946,Kah Blanco Tequila,6,750,$24.83,$37.25,1,$37.25,0.75,0.2
